assertion_id,subject_id,predicate,object_id,start_year,end_year,who,confidence
5db910c9-463c-4ae1-878a-d6aebe7821a7,ALB-CN-1870-10437,isSameAs,ALB-CN-1880-29743,1870,1880,70-80,0.794
fad8b130-efc5-4f06-86a6-8f2d0887e058,ALB-CN-1870-10441,isSameAs,ALB-CN-1880-29745,1870,1880,70-80,0.721
e65041c5-97d4-4690-add5-fe2da55dcbeb,ALB-CN-1870-10445,isSameAs,ALB-CN-1880-20423,1870,1880,70-80,0.794
c8ff3e8c-772f-432e-96a2-2b77bd6b7b4a,ALB-CN-1870-10456,isSameAs,ALB-CN-1880-31733,1870,1880,70-80,0.981
9ab970d9-1883-4bc7-abde-f8c8340a86f1,ALB-CN-1870-10457,isSameAs,ALB-CN-1880-31734,1870,1880,70-80,0.966
aa424476-f6cf-466c-bf80-418858fd135a,ALB-CN-1870-10458,isSameAs,ALB-CN-1880-31735,1870,1880,70-80,0.646
29ffb169-6231-49bf-8394-c33a5588f53b,ALB-CN-1870-10459,isSameAs,ALB-CN-1880-519,1870,1880,70-80,0.711
54b546c1-ab02-40c7-899c-a235a841afa2,ALB-CN-1870-10460,isSameAs,ALB-CN-1880-31891,1870,1880,70-80,0.921
5f284683-d648-4014-9b63-d7493757b648,ALB-CN-1870-10461,isSameAs,ALB-CN-1880-31892,1870,1880,70-80,0.982
159c6ba8-6f36-42c1-b22f-fcc2adcf7067,ALB-CN-1870-10462,isSameAs,ALB-CN-1880-31893,1870,1880,70-80,0.982
ad931c3f-47b2-4e41-b1c9-dee314755e64,ALB-CN-1870-10463,isSameAs,ALB-CN-1880-31894,1870,1880,70-80,0.982
0548a732-fabe-4e99-bdaa-179855a588ea,ALB-CN-1870-10464,isSameAs,ALB-CN-1880-31895,1870,1880,70-80,0.984
06f54037-0b27-49bd-a654-1b09c97c676c,ALB-CN-1870-10466,isSameAs,ALB-CN-1880-31872,1870,1880,70-80,0.721
877424a3-967b-4b89-88fa-279b3f5323cd,ALB-CN-1870-10467,isSameAs,ALB-CN-1880-25446,1870,1880,70-80,0.611
98f5a2f1-f6b7-4957-a8a0-637f6f6d8a07,ALB-CN-1870-10476,isSameAs,ALB-CN-1880-24610,1870,1880,70-80,0.668
434d3131-84f1-4ebe-97ee-eabac6964c9a,ALB-CN-1870-10479,isSameAs,ALB-CN-1880-32158,1870,1880,70-80,0.948
5921ffb0-eb98-4e20-b88e-391bc2182768,ALB-CN-1870-10480,isSameAs,ALB-CN-1880-596,1870,1880,70-80,0.931
bdebe46e-5a10-4aa9-8e66-a2283a6c2468,ALB-CN-1870-10481,isSameAs,ALB-CN-1880-3941,1870,1880,70-80,0.731
f1c852cf-fa61-4a66-80f8-2730cfdb9048,ALB-CN-1870-10491,isSameAs,ALB-CN-1880-15197,1870,1880,70-80,0.955
502371b0-2284-4316-ba19-602e47d065fc,ALB-CN-1870-105,isSameAs,ALB-CN-1880-22160,1870,1880,70-80,0.937
